Kennziffer,Raumeinheit,Aggregat,Jahr,Arbeitslosenquote,Wahlbeteiligung,Durchschnittsalter,BIP,Stadt_Land
03102,"Salzgitter, Stadt",krsfr. Stadt,2001,12.3,NA,42,31.9,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2002,11.9,76.8,42.2,31.7,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2003,12.3,NA,42.5,32.7,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2004,12.4,NA,42.9,37.8,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2005,14.4,75.4,43.2,36.7,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2006,14.1,NA,43.5,37.8,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2007,11.6,NA,43.8,40.7,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2008,9.6,NA,44,40,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2009,10.3,69.3,44.2,34.1,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2010,10,NA,44.5,40.5,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2011,9.2,NA,44.9,45.4,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2012,8.8,NA,45.1,44.8,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2013,9.3,67.8,45.1,46.7,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2014,9.4,NA,45.1,48.5,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2015,9.3,NA,44.7,43.4,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2016,10.5,NA,44.2,50.2,NA
03102,"Salzgitter, Stadt",krsfr. Stadt,2017,10.5,70.9,43.9,53.8,0
03103,"Wolfsburg, Stadt",krsfr. Stadt,1998,14.8,82.4,41.9,NA,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,1999,12.3,NA,42.2,NA,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2000,10.3,NA,42.4,80.6,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2001,8.8,NA,42.7,87.5,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2002,8.4,79.1,42.8,77.4,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2003,8.3,NA,43,80.1,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2004,8.2,NA,43.3,73.9,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2005,10.8,76,43.5,86.9,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2006,10.4,NA,43.8,86.5,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2007,9,NA,44,93.2,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2008,7,NA,44.1,92.2,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2009,6.6,69.6,44.2,81.8,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2010,6.5,NA,44.3,107.9,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2011,5.7,NA,44.1,124,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2012,5.1,NA,44.2,127.9,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2013,4.9,68.9,44.1,128.5,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2014,4.8,NA,44.2,136.5,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2015,4.7,NA,44,114.6,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2016,5,NA,44.1,180.6,NA
03103,"Wolfsburg, Stadt",krsfr. Stadt,2017,4.9,73.2,44.1,172.4,0
03151,Gifhorn,Landkreis,1998,13,84.3,37.9,NA,NA
03151,Gifhorn,Landkreis,1999,11.3,NA,38.1,NA,NA
03151,Gifhorn,Landkreis,2000,9.9,NA,38.4,13.7,NA
03151,Gifhorn,Landkreis,2001,9.4,NA,38.6,13.7,NA
03151,Gifhorn,Landkreis,2002,9.4,81.7,38.9,13.9,NA
03151,Gifhorn,Landkreis,2003,9.5,NA,39.2,13.4,NA
03151,Gifhorn,Landkreis,2004,9.1,NA,39.6,14.3,NA
03151,Gifhorn,Landkreis,2005,10.4,79.7,39.9,14.4,NA
03151,Gifhorn,Landkreis,2006,10,NA,40.3,15.2,NA
03151,Gifhorn,Landkreis,2007,8.8,NA,40.7,15.3,NA
03151,Gifhorn,Landkreis,2008,6.7,NA,41.1,15.6,NA
03151,Gifhorn,Landkreis,2009,6.3,72.7,41.5,15.6,NA
03151,Gifhorn,Landkreis,2010,6.4,NA,41.9,15.7,NA
03151,Gifhorn,Landkreis,2011,5.9,NA,42.3,16.9,NA
03151,Gifhorn,Landkreis,2012,5.3,NA,42.6,17.3,NA
03151,Gifhorn,Landkreis,2013,5.2,73.2,42.8,18.9,NA
03151,Gifhorn,Landkreis,2014,4.9,NA,43,20.1,NA
03151,Gifhorn,Landkreis,2015,4.6,NA,43.1,22.4,NA
03151,Gifhorn,Landkreis,2016,4.7,NA,43.3,21.9,NA
03151,Gifhorn,Landkreis,2017,4.7,76.6,43.5,22,1
03153,Goslar,Landkreis,1998,13.1,82.6,43.3,NA,NA
03153,Goslar,Landkreis,1999,12.6,NA,43.5,NA,NA
03153,Goslar,Landkreis,2000,12.1,NA,43.8,19.3,NA
03153,Goslar,Landkreis,2001,11.6,NA,44,20.2,NA
03153,Goslar,Landkreis,2002,11.4,78.8,44.2,19.2,NA
03153,Goslar,Landkreis,2003,11,NA,44.5,19.1,NA
03153,Goslar,Landkreis,2004,10.6,NA,44.8,21.8,NA
03153,Goslar,Landkreis,2005,13.3,77,45.1,20.9,NA
03153,Goslar,Landkreis,2006,12.3,NA,45.5,22,NA
03153,Goslar,Landkreis,2007,10.4,NA,45.8,22.2,NA
03153,Goslar,Landkreis,2008,9.7,NA,46,22.6,NA
03153,Goslar,Landkreis,2009,10.2,71.1,46.3,21.2,NA
03153,Goslar,Landkreis,2010,9.8,NA,46.6,22.8,NA
03153,Goslar,Landkreis,2011,9.5,NA,46.8,24.4,NA
03153,Goslar,Landkreis,2012,9.1,NA,47,25,NA
03153,Goslar,Landkreis,2013,8.8,69.9,47.2,25.2,NA
03153,Goslar,Landkreis,2014,8.6,NA,47.4,25.9,NA
03153,Goslar,Landkreis,2015,7.9,NA,47.3,26.3,NA
03153,Goslar,Landkreis,2016,7.6,NA,47.4,27.8,NA
03153,Goslar,Landkreis,2017,7.1,73.4,47.5,29.5,1
03154,Helmstedt,Landkreis,1998,13.8,83.1,41.4,NA,NA
03154,Helmstedt,Landkreis,1999,12.8,NA,41.6,NA,NA
03154,Helmstedt,Landkreis,2000,11.9,NA,41.8,15.3,NA
03154,Helmstedt,Landkreis,2001,11.6,NA,42.1,15.8,NA
03154,Helmstedt,Landkreis,2002,11.3,79.6,42.3,14.5,NA
03154,Helmstedt,Landkreis,2003,11,NA,42.6,14.4,NA
03154,Helmstedt,Landkreis,2004,10.6,NA,42.9,14.7,NA
03154,Helmstedt,Landkreis,2005,12.5,77.4,43.3,15,NA
03154,Helmstedt,Landkreis,2006,12.4,NA,43.5,15,NA
03154,Helmstedt,Landkreis,2007,11.1,NA,43.9,16.2,NA
03154,Helmstedt,Landkreis,2008,9.1,NA,44.2,17.5,NA
03154,Helmstedt,Landkreis,2009,9.1,72.2,44.5,16.2,NA
03154,Helmstedt,Landkreis,2010,8.8,NA,44.9,17.3,NA
03154,Helmstedt,Landkreis,2011,8,NA,45.3,18.6,NA
03154,Helmstedt,Landkreis,2012,7.4,NA,45.6,18.9,NA
03154,Helmstedt,Landkreis,2013,7.5,71,45.7,20,NA
03154,Helmstedt,Landkreis,2014,7.2,NA,45.8,19.8,NA
03154,Helmstedt,Landkreis,2015,7,NA,45.7,20,NA
03154,Helmstedt,Landkreis,2016,6.8,NA,45.6,20.4,NA
03154,Helmstedt,Landkreis,2017,6.9,73.7,45.6,19.6,1
03155,Northeim,Landkreis,1998,11.9,85,41.7,NA,NA
03155,Northeim,Landkreis,1999,11.6,NA,41.9,NA,NA
03155,Northeim,Landkreis,2000,10.6,NA,42.1,18.6,NA
03155,Northeim,Landkreis,2001,10.7,NA,42.4,19.1,NA
03155,Northeim,Landkreis,2002,10.9,80.4,42.7,19.2,NA
03155,Northeim,Landkreis,2003,10.9,NA,42.9,18.3,NA
03155,Northeim,Landkreis,2004,10.8,NA,43.2,19.2,NA
03155,Northeim,Landkreis,2005,12,78.7,43.5,19,NA
03155,Northeim,Landkreis,2006,10.8,NA,43.8,19.6,NA
03155,Northeim,Landkreis,2007,9.2,NA,44.1,21,NA
03155,Northeim,Landkreis,2008,8.2,NA,44.5,21.8,NA
03155,Northeim,Landkreis,2009,8.6,72.9,44.9,21.8,NA
03155,Northeim,Landkreis,2010,7.7,NA,45.2,22.4,NA
03155,Northeim,Landkreis,2011,7.3,NA,45.6,24.2,NA
03155,Northeim,Landkreis,2012,7.1,NA,45.9,24.6,NA
03155,Northeim,Landkreis,2013,7.3,71.4,46.1,25.2,NA
03155,Northeim,Landkreis,2014,6.9,NA,46.4,26.3,NA
03155,Northeim,Landkreis,2015,6.7,NA,46.3,26.7,NA
03155,Northeim,Landkreis,2016,6.2,NA,46.6,28.5,NA
03155,Northeim,Landkreis,2017,5.8,74.8,46.7,29.7,1
03157,Peine,Landkreis,1998,10.8,85.2,40.4,NA,NA
03157,Peine,Landkreis,1999,10,NA,40.4,NA,NA
03157,Peine,Landkreis,2000,9.2,NA,40.5,15.9,NA
03157,Peine,Landkreis,2001,9.4,NA,40.7,16.3,NA
03157,Peine,Landkreis,2002,9.2,81.8,40.9,16,NA
03157,Peine,Landkreis,2003,9.1,NA,41.1,15.8,NA
03157,Peine,Landkreis,2004,9.1,NA,41.4,17.2,NA
03157,Peine,Landkreis,2005,11,80.3,41.7,16.3,NA
03157,Peine,Landkreis,2006,10.6,NA,42,17.9,NA
03157,Peine,Landkreis,2007,9.3,NA,42.3,20,NA
03157,Peine,Landkreis,2008,8,NA,42.6,20.9,NA
03157,Peine,Landkreis,2009,7.6,74.3,42.9,18.4,NA
03157,Peine,Landkreis,2010,7.2,NA,43.2,18.4,NA
03157,Peine,Landkreis,2011,6.5,NA,43.6,20.2,NA
03157,Peine,Landkreis,2012,6,NA,43.8,20.5,NA
03157,Peine,Landkreis,2013,6,74.7,44,20.5,NA
03157,Peine,Landkreis,2014,6.1,NA,44.2,21.4,NA
03157,Peine,Landkreis,2015,5.4,NA,44.1,21.1,NA
03157,Peine,Landkreis,2016,5.6,NA,44.1,21.4,NA
03157,Peine,Landkreis,2017,5.3,77,44.2,21.2,0
03158,Wolfenbüttel,Landkreis,1998,10.5,84.2,40.9,NA,NA
03158,Wolfenbüttel,Landkreis,1999,10.1,NA,41,NA,NA
03158,Wolfenbüttel,Landkreis,2000,10.1,NA,41.1,12.5,NA
03158,Wolfenbüttel,Landkreis,2001,9.7,NA,41.4,12.8,NA
03158,Wolfenbüttel,Landkreis,2002,9.3,82.4,41.7,12.4,NA
03158,Wolfenbüttel,Landkreis,2003,9.3,NA,41.9,12.7,NA
03158,Wolfenbüttel,Landkreis,2004,9.4,NA,42.2,13,NA
03158,Wolfenbüttel,Landkreis,2005,10.5,80.7,42.5,13,NA
03158,Wolfenbüttel,Landkreis,2006,9.9,NA,43,14.1,NA
03158,Wolfenbüttel,Landkreis,2007,8,NA,43.3,15.8,NA
03158,Wolfenbüttel,Landkreis,2008,6.8,NA,43.7,16.2,NA
03158,Wolfenbüttel,Landkreis,2009,7,76.4,44,15.1,NA
03158,Wolfenbüttel,Landkreis,2010,7.2,NA,44.3,15.7,NA
03158,Wolfenbüttel,Landkreis,2011,6.7,NA,44.6,17,NA
03158,Wolfenbüttel,Landkreis,2012,6.3,NA,44.9,17.8,NA
03158,Wolfenbüttel,Landkreis,2013,6.2,75.1,45.2,18.9,NA
03158,Wolfenbüttel,Landkreis,2014,6,NA,45.3,19.6,NA
03158,Wolfenbüttel,Landkreis,2015,5.7,NA,45.3,19.5,NA
03158,Wolfenbüttel,Landkreis,2016,5.5,NA,45.4,20,NA
03158,Wolfenbüttel,Landkreis,2017,5.5,79.3,45.6,20.5,1
03159,Göttingen,Landkreis,1998,13.6,83.5,40,NA,NA
03159,Göttingen,Landkreis,1999,13,NA,40.3,NA,NA
03159,Göttingen,Landkreis,2000,11.9,NA,40.6,23.3,NA
03159,Göttingen,Landkreis,2001,11.4,NA,40.9,23.3,NA
03159,Göttingen,Landkreis,2002,11.5,80.4,41.1,23.6,NA
03159,Göttingen,Landkreis,2003,11.5,NA,41.4,24.1,NA
03159,Göttingen,Landkreis,2004,11.5,NA,41.7,24.9,NA
03159,Göttingen,Landkreis,2005,13.4,78.6,42,25.5,NA
03159,Göttingen,Landkreis,2006,12.8,NA,42.3,26.8,NA
03159,Göttingen,Landkreis,2007,11.5,NA,42.6,28.8,NA
03159,Göttingen,Landkreis,2008,9.8,NA,42.9,28.5,NA
03159,Göttingen,Landkreis,2009,9.1,73,43.2,27,NA
03159,Göttingen,Landkreis,2010,8.6,NA,43.4,28.1,NA
03159,Göttingen,Landkreis,2011,7.7,NA,43.8,30.9,NA
03159,Göttingen,Landkreis,2012,6.7,NA,44,31,NA
03159,Göttingen,Landkreis,2013,7,73.6,44.2,31.1,NA
03159,Göttingen,Landkreis,2014,6.6,NA,44.3,32.2,NA
03159,Göttingen,Landkreis,2015,6.1,NA,44.1,32.4,NA
03159,Göttingen,Landkreis,2016,6,NA,44.3,33.9,NA
03159,Göttingen,Landkreis,2017,5.9,76.3,44.3,35.3,0
03241,Region Hannover,Landkreis,1998,11.4,83.7,41.1,NA,NA
03241,Region Hannover,Landkreis,1999,10.8,NA,41.3,NA,NA
03241,Region Hannover,Landkreis,2000,9.7,NA,41.5,30.4,NA
03241,Region Hannover,Landkreis,2001,9.7,NA,41.6,30.6,NA
03241,Region Hannover,Landkreis,2002,10.2,81.2,41.8,31,NA
03241,Region Hannover,Landkreis,2003,10.7,NA,41.9,31.3,NA
03241,Region Hannover,Landkreis,2004,10.3,NA,42.1,31.2,NA
03241,Region Hannover,Landkreis,2005,14.1,79.3,42.4,33.5,NA
03241,Region Hannover,Landkreis,2006,12.1,NA,42.6,35.2,NA
03241,Region Hannover,Landkreis,2007,10,NA,42.7,35.6,NA
03241,Region Hannover,Landkreis,2008,9.1,NA,42.9,36.9,NA
03241,Region Hannover,Landkreis,2009,9.3,74.1,43.1,35.6,NA
03241,Region Hannover,Landkreis,2010,9.1,NA,43.2,36.8,NA
03241,Region Hannover,Landkreis,2011,8.6,NA,43.3,39.9,NA
03241,Region Hannover,Landkreis,2012,8.2,NA,43.4,40.1,NA
03241,Region Hannover,Landkreis,2013,8.2,73.6,43.5,39.7,NA
03241,Region Hannover,Landkreis,2014,8.2,NA,43.6,40.8,NA
03241,Region Hannover,Landkreis,2015,7.8,NA,43.4,41,NA
03241,Region Hannover,Landkreis,2016,7.5,NA,43.5,43.6,NA
03241,Region Hannover,Landkreis,2017,7.1,76.7,43.5,44.7,0
03251,Diepholz,Landkreis,1998,7.9,82.5,40.1,NA,NA
03251,Diepholz,Landkreis,1999,7.3,NA,40.3,NA,NA
03251,Diepholz,Landkreis,2000,6.3,NA,40.5,20.2,NA
03251,Diepholz,Landkreis,2001,6.2,NA,40.7,20.7,NA
03251,Diepholz,Landkreis,2002,6.5,80.3,40.9,20.6,NA
03251,Diepholz,Landkreis,2003,6.9,NA,41.2,20.7,NA
03251,Diepholz,Landkreis,2004,7.1,NA,41.5,21.7,NA
03251,Diepholz,Landkreis,2005,8.4,78.5,41.8,21.3,NA
03251,Diepholz,Landkreis,2006,7.3,NA,42.1,22.5,NA
03251,Diepholz,Landkreis,2007,6.4,NA,42.5,23.6,NA
03251,Diepholz,Landkreis,2008,5.3,NA,42.8,24.2,NA
03251,Diepholz,Landkreis,2009,5.3,73.1,43.2,22.7,NA
03251,Diepholz,Landkreis,2010,5,NA,43.4,24.2,NA
03251,Diepholz,Landkreis,2011,4.5,NA,43.8,26.7,NA
03251,Diepholz,Landkreis,2012,4.5,NA,44.1,27,NA
03251,Diepholz,Landkreis,2013,4.6,73.2,44.3,27.7,NA
03251,Diepholz,Landkreis,2014,4.6,NA,44.5,28.8,NA
03251,Diepholz,Landkreis,2015,4.4,NA,44.6,28.6,NA
03251,Diepholz,Landkreis,2016,4.3,NA,44.7,30.2,NA
03251,Diepholz,Landkreis,2017,4.2,76.2,44.8,31.3,1
03252,Hameln-Pyrmont,Landkreis,1998,12.9,83.5,42.4,NA,NA
03252,Hameln-Pyrmont,Landkreis,1999,12.5,NA,42.5,NA,NA
03252,Hameln-Pyrmont,Landkreis,2000,11.3,NA,42.7,23.5,NA
03252,Hameln-Pyrmont,Landkreis,2001,11.2,NA,42.9,23,NA
03252,Hameln-Pyrmont,Landkreis,2002,11.6,80.2,43.1,23.4,NA
03252,Hameln-Pyrmont,Landkreis,2003,12.2,NA,43.3,21,NA
03252,Hameln-Pyrmont,Landkreis,2004,12.1,NA,43.5,22.7,NA
03252,Hameln-Pyrmont,Landkreis,2005,14.3,77.4,43.8,23.8,NA
03252,Hameln-Pyrmont,Landkreis,2006,12.4,NA,44.1,25.3,NA
03252,Hameln-Pyrmont,Landkreis,2007,11,NA,44.3,25.2,NA
03252,Hameln-Pyrmont,Landkreis,2008,9.4,NA,44.6,28.2,NA
03252,Hameln-Pyrmont,Landkreis,2009,9.1,71.5,44.9,27.3,NA
03252,Hameln-Pyrmont,Landkreis,2010,9,NA,45.2,28.9,NA
03252,Hameln-Pyrmont,Landkreis,2011,8.2,NA,45.7,30.7,NA
03252,Hameln-Pyrmont,Landkreis,2012,8,NA,45.9,30.8,NA
03252,Hameln-Pyrmont,Landkreis,2013,8.2,70.3,46.1,30.6,NA
03252,Hameln-Pyrmont,Landkreis,2014,7.9,NA,46.3,31.7,NA
03252,Hameln-Pyrmont,Landkreis,2015,7.3,NA,46.3,32.1,NA
03252,Hameln-Pyrmont,Landkreis,2016,7.1,NA,46.4,33.1,NA
03252,Hameln-Pyrmont,Landkreis,2017,6.8,74.1,46.4,33.8,1
03254,Hildesheim,Landkreis,1998,10.6,85.4,41.1,NA,NA
03254,Hildesheim,Landkreis,1999,10.1,NA,41.3,NA,NA
03254,Hildesheim,Landkreis,2000,8.8,NA,41.5,19.2,NA
03254,Hildesheim,Landkreis,2001,8.8,NA,41.7,19.2,NA
03254,Hildesheim,Landkreis,2002,8.7,82.4,41.9,20.1,NA
03254,Hildesheim,Landkreis,2003,9,NA,42.1,20.7,NA
03254,Hildesheim,Landkreis,2004,8.8,NA,42.4,20.8,NA
03254,Hildesheim,Landkreis,2005,11.6,80.3,42.7,20.8,NA
03254,Hildesheim,Landkreis,2006,11.2,NA,42.9,21,NA
03254,Hildesheim,Landkreis,2007,9,NA,43.2,21.5,NA
03254,Hildesheim,Landkreis,2008,8.1,NA,43.5,22.3,NA
03254,Hildesheim,Landkreis,2009,8.5,74.4,43.8,21.5,NA
03254,Hildesheim,Landkreis,2010,8.7,NA,44.1,22.6,NA
03254,Hildesheim,Landkreis,2011,8.1,NA,44.3,24.3,NA
03254,Hildesheim,Landkreis,2012,7.6,NA,44.6,25.2,NA
03254,Hildesheim,Landkreis,2013,7.6,74.2,44.8,25,NA
03254,Hildesheim,Landkreis,2014,7.4,NA,45,26.2,NA
03254,Hildesheim,Landkreis,2015,7,NA,44.9,26.6,NA
03254,Hildesheim,Landkreis,2016,6.6,NA,45,27.3,NA
03254,Hildesheim,Landkreis,2017,6.4,77.1,45.1,28.2,0
03255,Holzminden,Landkreis,1998,11.5,84.8,42,NA,NA
03255,Holzminden,Landkreis,1999,11.1,NA,42.2,NA,NA
03255,Holzminden,Landkreis,2000,9.7,NA,42.4,20.1,NA
03255,Holzminden,Landkreis,2001,9.9,NA,42.7,19.8,NA
03255,Holzminden,Landkreis,2002,10.7,81,43,20.2,NA
03255,Holzminden,Landkreis,2003,11.2,NA,43.2,20,NA
03255,Holzminden,Landkreis,2004,11.6,NA,43.6,19.7,NA
03255,Holzminden,Landkreis,2005,14.6,78.3,43.9,19.9,NA
03255,Holzminden,Landkreis,2006,12.5,NA,44.3,21.3,NA
03255,Holzminden,Landkreis,2007,10.6,NA,44.5,22.7,NA
03255,Holzminden,Landkreis,2008,8.9,NA,44.9,23.1,NA
03255,Holzminden,Landkreis,2009,9,71.6,45.1,22.7,NA
03255,Holzminden,Landkreis,2010,9.2,NA,45.4,25.6,NA
03255,Holzminden,Landkreis,2011,8.2,NA,45.8,25.4,NA
03255,Holzminden,Landkreis,2012,8.1,NA,46.1,26.2,NA
03255,Holzminden,Landkreis,2013,8.3,71.9,46.2,28,NA
03255,Holzminden,Landkreis,2014,7.7,NA,46.5,27.5,NA
03255,Holzminden,Landkreis,2015,7.4,NA,46.5,28.3,NA
03255,Holzminden,Landkreis,2016,7.2,NA,46.6,30.8,NA
03255,Holzminden,Landkreis,2017,6.7,73.9,46.7,32,1
03256,Nienburg (Weser),Landkreis,1998,9.3,80.7,39.9,NA,NA
03256,Nienburg (Weser),Landkreis,1999,8.3,NA,40.1,NA,NA
03256,Nienburg (Weser),Landkreis,2000,7.3,NA,40.3,21.1,NA
03256,Nienburg (Weser),Landkreis,2001,7.4,NA,40.5,21.4,NA
03256,Nienburg (Weser),Landkreis,2002,7.8,78,40.8,21.2,NA
03256,Nienburg (Weser),Landkreis,2003,8.7,NA,41,19,NA
03256,Nienburg (Weser),Landkreis,2004,8.8,NA,41.3,20.2,NA
03256,Nienburg (Weser),Landkreis,2005,11,76.3,41.6,19.8,NA
03256,Nienburg (Weser),Landkreis,2006,9.8,NA,41.9,21.4,NA
03256,Nienburg (Weser),Landkreis,2007,8.3,NA,42.2,22.4,NA
03256,Nienburg (Weser),Landkreis,2008,7.3,NA,42.5,22.5,NA
03256,Nienburg (Weser),Landkreis,2009,7.5,68.9,42.9,21.8,NA
03256,Nienburg (Weser),Landkreis,2010,6.5,NA,43.2,23.2,NA
03256,Nienburg (Weser),Landkreis,2011,6.1,NA,43.6,24.5,NA
03256,Nienburg (Weser),Landkreis,2012,5.9,NA,44,26.2,NA
03256,Nienburg (Weser),Landkreis,2013,6.2,70.4,44.3,27.9,NA
03256,Nienburg (Weser),Landkreis,2014,6.1,NA,44.5,29.4,NA
03256,Nienburg (Weser),Landkreis,2015,5.7,NA,44.5,29.9,NA
03256,Nienburg (Weser),Landkreis,2016,5.5,NA,44.5,29.5,NA
03256,Nienburg (Weser),Landkreis,2017,5.3,72.8,44.6,31,1
03257,Schaumburg,Landkreis,1998,10.1,83.1,41.3,NA,NA
03257,Schaumburg,Landkreis,1999,9.5,NA,41.5,NA,NA
03257,Schaumburg,Landkreis,2000,8.4,NA,41.6,17.6,NA
03257,Schaumburg,Landkreis,2001,8.3,NA,41.9,18,NA
03257,Schaumburg,Landkreis,2002,8.9,81.1,42.1,17.3,NA
03257,Schaumburg,Landkreis,2003,9.8,NA,42.3,17.8,NA
03257,Schaumburg,Landkreis,2004,10.3,NA,42.6,17.5,NA
03257,Schaumburg,Landkreis,2005,12.2,79.2,43,17.5,NA
03257,Schaumburg,Landkreis,2006,11.3,NA,43.3,18.5,NA
03257,Schaumburg,Landkreis,2007,9.5,NA,43.6,19,NA
03257,Schaumburg,Landkreis,2008,8.5,NA,43.9,18.8,NA
03257,Schaumburg,Landkreis,2009,8.6,73.3,44.3,18.3,NA
03257,Schaumburg,Landkreis,2010,8.5,NA,44.6,19.3,NA
03257,Schaumburg,Landkreis,2011,7.8,NA,45.1,20.4,NA
03257,Schaumburg,Landkreis,2012,7.5,NA,45.4,21.5,NA
03257,Schaumburg,Landkreis,2013,6.9,72.9,45.7,21.9,NA
03257,Schaumburg,Landkreis,2014,7.1,NA,45.9,22.8,NA
03257,Schaumburg,Landkreis,2015,6.6,NA,46,23.7,NA
03257,Schaumburg,Landkreis,2016,6.3,NA,45.9,24.3,NA
03257,Schaumburg,Landkreis,2017,6,76.2,46,25.4,0
03351,Celle,Landkreis,1998,12,82.5,40.3,NA,NA
03351,Celle,Landkreis,1999,11.2,NA,40.5,NA,NA
03351,Celle,Landkreis,2000,10.3,NA,40.7,22.2,NA
03351,Celle,Landkreis,2001,10,NA,40.9,21,NA
03351,Celle,Landkreis,2002,9.6,79.2,41.1,20.9,NA
03351,Celle,Landkreis,2003,9.7,NA,41.4,20,NA
03351,Celle,Landkreis,2004,9.8,NA,41.7,19.5,NA
03351,Celle,Landkreis,2005,12.2,78,41.9,19.3,NA
03351,Celle,Landkreis,2006,10.9,NA,42.3,20.8,NA
03351,Celle,Landkreis,2007,9.5,NA,42.6,22.1,NA
03351,Celle,Landkreis,2008,8.4,NA,42.9,23.2,NA
03351,Celle,Landkreis,2009,8.4,71.2,43.2,23,NA
03351,Celle,Landkreis,2010,8.5,NA,43.5,23.9,NA
03351,Celle,Landkreis,2011,8.3,NA,43.9,25.1,NA
03351,Celle,Landkreis,2012,7.7,NA,44.2,26.6,NA
03351,Celle,Landkreis,2013,7.5,71.9,44.4,27,NA
03351,Celle,Landkreis,2014,7.5,NA,44.6,27.9,NA
03351,Celle,Landkreis,2015,7.3,NA,44.6,28.6,NA
03351,Celle,Landkreis,2016,7.2,NA,44.6,28.7,NA
03351,Celle,Landkreis,2017,7.1,74.8,44.7,29.5,1
03352,Cuxhaven,Landkreis,1998,10.4,82.5,41.1,NA,NA
03352,Cuxhaven,Landkreis,1999,9.7,NA,41.3,NA,NA
03352,Cuxhaven,Landkreis,2000,8.9,NA,41.5,14.5,NA
03352,Cuxhaven,Landkreis,2001,8.9,NA,41.7,14.7,NA
03352,Cuxhaven,Landkreis,2002,9,79.7,42,14.7,NA
03352,Cuxhaven,Landkreis,2003,9.3,NA,42.3,14.9,NA
03352,Cuxhaven,Landkreis,2004,9.8,NA,42.7,15.3,NA
03352,Cuxhaven,Landkreis,2005,12.2,77.5,43,15.2,NA
03352,Cuxhaven,Landkreis,2006,10.8,NA,43.4,15.7,NA
03352,Cuxhaven,Landkreis,2007,9.1,NA,43.7,16.7,NA
03352,Cuxhaven,Landkreis,2008,7.8,NA,44,16.9,NA
03352,Cuxhaven,Landkreis,2009,7,71.3,44.3,16.7,NA
03352,Cuxhaven,Landkreis,2010,6.7,NA,44.6,17.3,NA
03352,Cuxhaven,Landkreis,2011,6.3,NA,45,17.9,NA
03352,Cuxhaven,Landkreis,2012,6.1,NA,45.2,20,NA
03352,Cuxhaven,Landkreis,2013,6.2,72.6,45.5,20.6,NA
03352,Cuxhaven,Landkreis,2014,6.1,NA,45.7,22.3,NA
03352,Cuxhaven,Landkreis,2015,6.1,NA,45.8,22,NA
03352,Cuxhaven,Landkreis,2016,5.8,NA,45.9,21.6,NA
03352,Cuxhaven,Landkreis,2017,5.5,75.1,46,22.7,1
03353,Harburg,Landkreis,1998,7.7,86.2,40.2,NA,NA
03353,Harburg,Landkreis,1999,7.6,NA,40.3,NA,NA
03353,Harburg,Landkreis,2000,6.9,NA,40.5,15.3,NA
03353,Harburg,Landkreis,2001,6.7,NA,40.8,15,NA
03353,Harburg,Landkreis,2002,7,84.4,41,15.2,NA
03353,Harburg,Landkreis,2003,7.5,NA,41.3,15.4,NA
03353,Harburg,Landkreis,2004,7.1,NA,41.6,15.7,NA
03353,Harburg,Landkreis,2005,7.9,82.2,41.9,15.6,NA
03353,Harburg,Landkreis,2006,7.2,NA,42.2,16.3,NA
03353,Harburg,Landkreis,2007,6,NA,42.5,16.9,NA
03353,Harburg,Landkreis,2008,4.9,NA,42.8,18,NA
03353,Harburg,Landkreis,2009,5.2,77.1,43.1,17.8,NA
03353,Harburg,Landkreis,2010,5.4,NA,43.4,18.3,NA
03353,Harburg,Landkreis,2011,5,NA,43.7,20,NA
03353,Harburg,Landkreis,2012,4.9,NA,43.9,21.4,NA
